preco,taxa,km/l,km
28500,145,23,6119
22500,145,26,322
15750,145,21,9044
16000,145,26,11095
14000,145,25,2728
25000,145,18,7887
14500,145,25,61
25700,145,15,7242
12950,145,23,45766
12600,145,28,8309
12750,145,27,24449
10500,150,25,27439
7200,150,25,58491
17900,150,18,21052
8700,125,23,49024
7400,150,25,43214
9900,150,23,38339
13250,150,25,16201
14500,145,24,11
16000,145,21,7242
14750,145,24,23070
22750,145,22,885
13000,145,28,45604
12000,145,25,90
15200,145,24,13523
17500,145,25,27969
11400,150,25,43359
10000,125,23,45053
11600,145,23,50475
18400,145,15,15335
23000,145,17,26876
25500,145,16,8969
16000,145,25,13358
32900,145,16,10346
24000,145,21,3219
20000,145,19,4062
32000,145,20,18507
28000,145,15,4023
16500,150,21,22172
15000,145,23,7242
10000,0,32,35405
16000,145,26,24533
8000,145,25,23818
10790,145,28,19312
9790,150,18,15060
13389,145,25,59930
9129,0,32,72255
9152,0,28,23707
11595,0,32,28431
10890,145,27,52268
8500,145,20,19848
13000,145,29,47773
12390,150,20,49709
10290,150,28,23242
19000,145,25,7228
14995,145,24,13
21500,260,15,25749
9995,145,28,32343
9690,30,27,93342
11500,150,28,24394
20000,150,17,3982
17500,150,26,6437
37500,145,9,8967
32000,145,16,17714
11500,30,24,32787
17750,125,22,32600
22950,145,16,10717
11900,145,32,42372
15800,145,25,10752
9600,20,29,30542
10690,0,25,12806
10000,20,26,10749
15500,150,28,20976
12500,150,25,25983
7290,30,25,28804
7790,145,25,10696
22000,145,17,12923
11000,145,32,43233
19000,145,23,24021
11150,145,25,52075
14950,145,25,1904
17995,145,21,2623
11490,145,24,11449
14500,145,25,9428
23995,145,16,10338
10250,145,28,30505
18490,145,22,12007
10750,145,27,23202
25820,145,21,4828
7290,125,23,71334
12000,150,28,16472
10000,150,23,35331
14790,145,25,37602
11590,145,28,13129
12000,145,23,14436
9290,20,30,44390
13500,145,27,42989
10500,145,20,8
10390,125,26,47194
11500,145,24,27339
20000,145,23,8026
27500,145,20,8047
14500,200,18,64374
16690,125,24,33428
13000,145,22,7969
14500,145,23,24663
9000,0,28,29931
10500,145,23,27642
17500,150,17,20686
12800,150,28,6474
11150,150,25,11130
9900,150,28,49169
14600,150,21,7448
19750,145,21,4297
16950,145,22,2905
14650,20,29,36728
18450,145,19,8711
13650,145,25,25722
8000,145,25,21509
22500,200,20,31466
20000,150,20,3219
7500,150,25,15992
20000,145,23,8034
10500,145,20,8
27500,150,9,33313
10500,150,26,26071
11290,145,23,39212
9500,145,20,4667
23000,260,15,40234
9690,145,25,41360
18000,145,25,6437
32000,145,10,8047
14500,145,25,16093
22000,150,17,12923
18500,150,16,3219
17500,150,18,43396
8500,0,28,40213
42000,150,10,1217
25000,145,23,15360
13000,145,25,22531
8500,145,20,10919
24690,145,23,15360
13290,145,23,24140
13290,145,25,12867
10000,145,27,16615
17500,145,26,3735
10500,145,28,48481
8290,145,25,10855
21000,260,15,25749
12500,145,28,24140
14290,145,23,16227
9390,150,22,65833
22500,200,20,31466
12690,145,22,25165
13290,145,23,20921
24690,145,23,20553
20690,145,13,16999
25000,145,23,15360
13290,145,25,12867
13000,145,25,22531
10690,20,25,43946
20000,145,23,8026
12000,145,23,14436
11290,30,23,25643
21000,160,22,45330
13500,30,27,31355
9000,145,28,51092
6495,0,33,99317
5250,30,23,100123
5250,125,21,75591
3495,235,17,44949
12850,235,17,58310
4750,260,16,42789
5495,125,21,85633
3695,145,21,99779
5295,125,22,51499
6695,125,23,61155
6995,165,19,85617
6500,30,25,92054
9500,125,26,70328
7995,160,21,72501
4500,160,19,140978
13500,150,25,27761
5995,0,28,76492
11495,150,22,64374
2995,20,29,151278
2595,20,29,186683
4499,30,24,111970
9995,160,19,18202
7495,145,25,43457
6995,145,25,34546
2750,300,17,177027
5500,0,32,127621
5500,20,29,109918
9995,200,20,112654
8500,20,27,76202
3995,125,21,91732
8250,0,28,16044
9295,30,27,45147
5889,30,24,68518
12500,150,25,1448
18000,150,23,161
33000,150,18,2414
8490,20,27,48280
19500,145,16,14703
9299,0,28,34944
14299,240,16,43772
9299,150,27,29982
4995,235,19,188293
11995,160,20,54058
6995,30,24,108112
4895,30,25,67206
7995,150,23,33521
7299,0,28,45062
12999,145,23,9355
11980,150,27,28804
7980,125,23,45977
9980,150,27,14114
8380,0,28,45541
13280,145,23,72900
8380,145,32,48602
21180,205,20,27681
11280,150,26,29190
15980,150,22,7242
15495,145,25,12088
5995,0,28,89077
7995,0,28,26655
14995,235,16,26461
7995,0,28,33943
9695,20,26,40402
8495,150,28,29699
21780,145,16,11776
15980,145,26,12070
16980,145,26,4353
6980,145,20,24042
7240,0,38,51719
16479,145,26,14
19480,145,29,3
29980,150,10,38624
5500,150,20,87307
5500,150,23,128747
6500,0,36,72420
9995,150,28,25307
3195,125,22,105734
3995,30,23,165923
5995,145,20,116999
5500,0,32,113298
2799,125,21,144841
5000,20,29,91732
3000,150,21,117482
2699,160,18,59546
1950,205,18,80467
2250,145,20,86904
6400,20,29,159164
2595,260,16,135989
6500,145,20,69523
11500,0,29,58258
11995,145,25,25589
6500,0,32,73386
8795,0,28,66944
7250,0,28,45866
9995,145,28,54898
6995,0,28,34601
9995,145,23,83364
11000,145,28,38624
9500,30,24,30899
4500,30,25,92537
9500,20,27,48853
7000,0,28,95997
6500,30,24,74448
10000,125,23,22531
14000,125,22,8771
2500,165,19,124724
16995,145,29,38421
13795,145,26,16465
21769,145,21,272
17750,145,17,26544
9788,145,28,24835
6900,20,29,90115
13950,145,23,7007
23950,145,18,966
15493,235,16,14964
22750,145,23,9656
3995,145,23,99779
2995,125,21,157715
2995,0,32,209214
2695,125,21,159325
2495,30,27,160934
4000,20,29,172682
3295,30,25,85966
8395,145,23,120018
4995,30,23,83238
7495,125,24,86558
5495,160,18,131803
2995,145,21,159325
4500,30,25,64374
4500,30,25,64374
4800,30,25,64374
3695,260,16,80467
4995,200,18,62764
3395,235,19,215652
16450,145,21,9016
9980,0,28,28263
19945,145,22,44786
17980,145,26,23216
11980,0,32,49375
14980,20,29,49838
2395,30,27,102998
3495,195,20,70811
2195,120,25,143231
10195,0,28,24140
3395,300,15,141622
2895,200,17,144841
14495,240,12,141622
12500,30,27,48763
7750,125,23,32396
16980,145,24,4826
15980,145,25,22529
17980,145,21,9654
23980,145,17,12873
15480,145,34,25748
8980,125,23,45119
8980,0,28,43795
9980,0,28,20439
19980,145,18,17571
11980,145,27,29642
9980,0,32,52386
15945,200,18,22375
7980,125,22,86970
23780,145,21,1608
18980,240,16,24140
14980,150,25,25749
20980,150,21,56327
21980,145,20,20920
10480,0,32,47476
6480,20,25,90046
9980,150,28,9600
2895,300,15,86904
8999,125,22,61348
15000,125,24,78859
13000,260,16,57082
5999,0,28,95798
3999,30,25,77385
9999,125,26,84263
13000,145,26,25460
8499,125,23,47783
19500,145,17,8047
8600,0,28,53108
10000,0,32,48280
8900,0,28,49890
11900,145,28,12875
10200,145,23,25589
15900,145,34,20921
13700,145,32,17381
17900,160,21,44257
6495,30,27,45062
12495,160,19,6468
5995,0,32,106439
18750,145,16,4023
19950,145,13,1912
22950,145,24,3219
20950,145,19,658
11950,150,28,14484
17950,145,26,3148
19980,145,29,20471
21980,145,20,11199
7980,0,28,68513
16980,145,26,6442
21980,145,19,42620
9980,30,24,65519
15980,145,27,26993
20980,145,21,11264
8980,0,28,47756
17000,145,26,2414
9000,30,25,56650
6000,30,23,62986
18000,140,26,5763
10500,145,26,56005
5000,30,25,36835
10000,0,28,61960
9250,125,23,22692
7500,145,25,64615
9298,20,26,29755
9989,0,28,22528
6579,0,28,33556
6998,0,28,84379
12995,145,27,42076
8800,145,20,36934
8400,20,26,68728
7891,160,18,17703
12290,145,23,102700
9500,0,32,64528
7990,160,19,30943
9400,20,26,60028
9500,20,27,22370
11500,160,19,17728
10700,145,22,38141
11900,150,38,20278
9700,145,28,13679
23000,145,16,12875
10980,30,25,43653
12480,145,22,63289
9480,0,33,59830
10000,150,23,39429
9600,145,22,63408
10200,145,28,15932
10700,20,26,49246
8000,0,28,51821
8800,0,28,56327
17400,145,18,30577
11800,145,21,64374
15000,145,23,55117
17200,145,25,3219
9490,145,27,67518
10490,145,18,14437
7490,0,28,79052
16495,150,26,12464
10490,145,23,82649
11490,125,22,54415
4990,30,25,84613
13990,145,24,17946
18990,145,29,19523
11990,125,26,47558
9790,0,33,56403
9990,125,23,23171
8790,0,28,41304
7490,0,28,67921
11290,0,32,47937
8491,0,28,11925
9345,125,23,50643
12170,30,27,44492
12597,145,23,49204
10991,0,32,40478
7256,125,23,81539
7830,0,28,59721
18795,145,13,20220
32995,135,86,18
13689,125,25,50300
16383,150,15,23559
8849,150,19,31863
10234,150,28,55500
9544,150,28,50873
17817,150,17,22510
6634,0,28,73803
18093,150,17,20941
8429,150,27,48045
9461,150,27,41869
9490,555,12,90741
17990,145,21,11740
9595,145,28,31170
18990,160,21,45131
9990,145,20,29055
20990,145,23,9353
14990,200,18,65822
11990,145,28,25867
9490,0,28,48602
7495,30,24,45222
22995,145,16,8507
9495,125,23,28968
10495,150,23,39429
12490,145,27,21132
18495,150,34,10461
11968,145,28,32650
19315,145,18,26409
7429,125,23,31891
9193,0,28,38433
21997,145,15,31
7851,125,23,39327
6289,30,23,65146
12096,145,26,26425
10261,0,32,34902
12276,125,26,55892
19419,160,21,32232
8856,145,27,7202
10998,145,29,89497
9758,145,28,44440
15393,235,16,17653
14171,145,23,33410
10995,150,28,16412
10995,20,27,41843
14995,125,26,38624
12595,30,27,41843
11295,150,32,70006
9695,150,28,37015
10995,150,23,35341
15295,150,23,37015
11795,20,29,38624
9995,0,28,60350
18990,145,18,22780
10490,20,26,17661
10297,150,28,53113
9000,145,28,69002
10750,145,26,22692
8490,20,29,48835
5495,30,23,88650
5245,0,32,86904
5400,125,23,91209
7295,20,29,93810
5048,20,25,96721
8999,20,27,43452
15295,125,26,69095
12995,145,29,21889
13995,145,25,13356
11995,145,28,22003
18995,145,29,23422
10995,145,28,11088
15995,145,25,13411
20995,160,21,21340
10495,0,28,64370
9495,200,18,66186
21995,145,16,12516
15995,145,25,2683
12495,145,21,48489
11495,150,24,14941
7995,150,25,12408
16995,145,27,11362
5499,145,21,56469
6999,0,28,40234
6199,20,25,57936
9999,0,32,28968
9999,20,26,25749
5999,30,24,72401
5699,30,23,40234
7699,30,26,62764
6999,145,20,49890
2499,200,18,136794
9491,160,19,33477
17990,145,15,18762
8980,145,27,18701
15940,145,29,48254
26290,135,20,11
9690,145,27,46964
24990,325,12,28968
9990,20,26,23780
11800,145,26,26287
11290,160,19,58078
8990,0,32,25748
4975,160,19,122310
10911,300,17,64374
1954,30,24,136794
2876,145,21,117482
4963,20,29,72420
7651,200,20,101388
9690,20,29,41127
14999,145,23,38624
6450,20,29,81231
3995,205,18,106480
8995,125,23,47215
10000,150,20,41667
7499,145,25,25749
3699,150,21,86904
14500,150,27,55350
9750,150,23,34601
5888,30,24,72567
10730,150,24,10343
8000,30,24,33362
17580,145,15,25880
18490,145,20,18
10400,30,23,53371
18200,145,15,19491
8790,0,28,30653
16790,145,17,14404
7500,125,23,54825
8980,145,24,21557
17780,145,27,17613
5490,150,20,28538
9990,150,32,68397
7390,150,23,45866
18990,150,15,13501
9690,145,28,58480
11290,145,32,60865
8790,145,20,96741
7397,145,25,17904
9977,200,20,85295
4977,200,18,114263
6977,20,29,109435
8977,125,23,33796
5995,30,23,102998
8977,0,32,111044
5995,125,23,125529
9477,0,33,104607
9977,20,29,93342
6499,155,21,83686
10690,0,32,60110
8990,125,23,20735
13490,145,26,46362
15997,200,18,24404
9590,145,26,18570
10490,150,19,24140
7990,0,32,67592
10690,125,22,12875
7652,125,23,52027
5995,145,20,94951
15500,150,23,29612
7000,0,28,78797
13000,150,25,36009
10000,0,28,45465
7700,0,28,55571
9700,0,32,68785
8700,145,25,11069
8400,145,23,25165
6800,20,29,68907
13000,150,25,29502
9245,200,20,126816
12895,150,26,20921
3995,0,32,46671
10995,125,22,22735
10695,30,24,3821
17995,145,17,11265
9695,30,27,16444
7495,125,23,31635
15775,145,22,57838
13675,145,23,62983
15475,125,24,55984
16600,145,17,233
8700,145,27,47017
11500,0,32,60263
7700,160,18,49146
14000,125,26,60325
18800,150,27,28125
18200,145,16,12677
17700,145,19,8882
12775,30,27,41703
9175,160,19,27648
6995,150,20,52926
17995,145,22,38360
10000,150,28,36234
12300,150,28,12693
7800,0,28,45166
8600,145,25,15723
9300,30,26,35724
11000,145,28,24229
9400,125,23,14948
21600,145,24,15464
12000,30,23,26569
8300,125,23,49169
12000,0,32,51060
7300,0,28,56282
8300,125,23,29840
9500,20,27,64525
12000,145,26,22632
12600,145,26,22156
10800,20,29,46030
12000,0,32,50290
8500,0,32,74580
10500,145,28,37721
9500,145,27,45900
10000,20,27,37210
5000,30,25,67319
19800,145,16,13901
15000,150,27,45551
10700,150,26,50511
7700,0,28,73392
10000,150,25,40919
10000,125,22,64073
10495,20,26,20921
9795,125,22,28968
12395,165,19,30577
10000,0,28,24489
15000,145,23,26231
10500,20,30,84605
9000,30,26,18823
8800,0,28,61786
13500,125,22,20744
13700,145,24,19974
9700,145,27,37222
17600,145,27,12234
18700,145,17,5238
16500,145,26,44143
10000,0,28,17432
9100,0,28,33056
8100,125,23,31371
9000,0,28,53440
9000,145,27,33284
10100,0,28,20080
15500,235,16,29514
10300,0,28,41838
8300,0,28,37111
13300,145,28,32092
10300,20,27,37137
15700,125,24,55115
6800,30,23,48343
9100,125,23,28321
9900,20,27,40279
8900,125,23,27909
7200,125,23,63319
18600,145,20,10849
4750,20,29,146450
8500,20,29,64374
4750,30,25,64374
6250,0,32,178637
9400,0,32,69202
11800,0,33,75639
11900,125,26,72420
19750,160,22,45062
6500,0,32,109435
7990,0,28,41843
8500,150,36,96560
9990,145,28,38624
9990,0,25,43452
11990,145,32,40234
4800,125,21,75639
6850,30,23,70811
6500,30,23,55714
17999,145,15,4146
10250,0,25,62764
8999,145,20,17703
15500,125,24,64374
16500,200,19,75639
4990,30,24,9656
7550,0,33,74030
10990,145,20,49890
7650,0,33,70811
6950,205,20,135185
10400,20,27,32187
11490,145,27,41843
24990,145,16,28968
9490,30,27,83686
8990,125,26,80467
15990,125,24,48280
15500,145,27,38624
5900,0,36,106216
9500,0,33,125529
11990,200,18,72420
7990,0,32,91732
6990,0,38,45062
10990,145,26,35405
10490,125,25,86904
10990,145,27,65983
7490,145,20,111044
6490,0,32,144841
5990,125,23,64374
6990,0,28,80467
8490,0,32,56327
7990,0,32,83686
8990,145,26,64374
12490,145,23,59546
5990,20,29,93342
12490,160,19,51499
6490,0,32,99779
6990,20,26,72420
7990,0,32,45062
11500,0,33,38624
9500,0,32,74030
10490,145,27,24140
8490,20,29,99779
7990,20,29,128747
8990,235,17,122310
7990,145,20,59546
5990,145,20,146450
8990,30,27,102998
9490,200,20,75639
7990,0,32,51499
7490,325,13,86904
11490,160,19,62764
9990,30,27,78858
8490,20,27,40234
4490,30,23,82076
10990,145,20,37015
5490,125,23,54718
8990,125,23,64374
8990,125,26,91732
9490,235,17,107826
12400,145,20,39315
13500,30,27,54462
9600,0,28,39038
9300,0,25,44407
10800,145,28,53533
17800,145,19,32460
9500,0,28,79260
15500,20,29,45615
11500,145,20,41500
9000,0,28,42583
7990,200,19,146450
5490,0,33,104607
6990,0,32,77248
10490,20,30,54718
11900,145,21,24259
7300,20,29,78666
14300,145,25,2615
10990,125,25,69202
7990,0,33,107826
12990,145,25,17703
6990,145,20,106216
5990,125,23,48280
6490,0,32,111044
12490,145,22,46671
9490,145,20,41843
14300,20,29,65109
12300,145,26,26276
18800,145,17,13807
6000,30,23,100428
17700,145,19,7884
10700,145,28,26350
17000,200,18,50464
4990,125,23,51499
9490,145,20,28968
6990,0,28,51499
7990,0,25,56327
6490,0,28,70811
10490,20,29,80467
6490,125,23,43452
10490,145,32,46671
9490,30,27,61155
6990,0,32,90123
5990,145,33,117482
10490,30,27,111044
7490,0,32,93342
6490,0,32,111044
10990,200,18,75639
7990,0,28,30577
3334,30,25,51394
14399,145,19,45691
14399,145,19,43119
8795,145,20,77664
7747,160,19,48251
9657,160,19,14936
10199,30,27,42321
11999,125,26,46238
15499,125,24,72449
8490,145,28,27359
15490,145,29,37015
12227,30,27,83531
7999,20,29,73898
7999,20,29,55229
11490,20,29,72420
9490,30,27,98170
8990,145,23,80467
8490,145,27,19312
6990,145,23,24140
5490,0,38,109435
7672,0,28,48214
19999,145,18,12743
8449,145,20,94422
9999,0,33,51499
5750,30,23,117482
4990,125,23,72420
11499,125,26,62270
7636,0,32,34554
5939,20,29,112974
9799,30,27,59578
8599,0,32,33943
11748,145,22,36432
12999,20,29,78121
12999,235,16,82781
9546,30,27,61284
9799,0,32,35941
6799,160,19,72733
7096,20,29,86529
12999,145,23,12402
5176,20,29,80844
6412,30,23,51766
17299,145,29,41943
12500,150,23,93583
7800,0,28,55131
3900,30,25,93068
4395,30,23,134831
4795,20,29,118489
7500,0,32,133503
6000,20,29,118951
9800,20,29,46973
9661,200,20,121154
7699,0,28,40206
9999,20,29,28482
18250,145,27,5620
16525,145,27,5182
14525,145,21,15343
14575,145,21,17701
16000,145,29,9133
8899,20,27,71352
9632,20,27,30278
8503,125,23,21050
7842,0,32,114849
18890,145,18,2340
17199,145,27,5319
17999,145,27,6653
17999,145,27,8837
17499,145,27,3196
8439,0,28,31807
8600,0,28,35051
9399,145,28,51216
8495,0,32,65574
10400,0,28,42491
17300,145,15,18424
9500,0,28,47495
11200,0,32,62177
10900,0,28,9278
11400,145,20,29519
9000,0,25,35555
11800,145,22,35418
8100,0,28,42816
9700,145,23,75187
11300,145,28,51723
16800,145,25,28904
9126,30,27,62233
9511,20,26,31022
10780,145,33,26894
10499,0,33,76661
11512,145,38,21156
9189,0,32,20027
16199,145,15,17951
8773,235,17,63815
16999,145,22,64641
13395,145,25,21465
7552,30,23,42195
6190,20,29,111044
9033,0,28,21652
16399,125,24,40050
11499,125,24,30795
8099,160,19,37200
10290,20,29,54718
9999,30,27,58759
13731,145,23,46671
2650,30,25,49045
18917,145,17,12823
8899,145,28,58760
8250,125,23,22270
7250,0,28,59906
10750,145,26,37015
5450,20,29,72420
7999,30,23,64374
7990,0,32,88514
5650,145,21,102998
8450,125,23,65983
6950,0,28,86904
12500,125,26,75639
4500,150,21,120268
7999,0,28,55598
675,205,21,156106
6500,20,29,106377
12128,145,25,34438
12270,145,25,30362
10899,160,20,67626
9495,20,29,48937
10299,30,27,61615
16399,145,17,9872
9299,30,25,8111
12454,125,26,57542
8500,20,27,47263
9399,145,19,24599
4749,30,25,52942
9999,30,27,43724
17999,145,24,25778
11495,0,33,15641
6545,20,29,76827
7499,30,24,33471
5366,145,21,88118
10499,125,26,86248
7812,20,27,75631
17988,125,24,59414
10249,30,25,38764
5192,30,25,35994
18200,145,30,8343
16125,145,22,2234
4699,145,21,106702
8999,0,32,13887
7426,0,28,62388
4195,30,25,32121
19400,160,21,18757
9265,20,29,53256
10399,145,38,30672
10099,0,32,45221
10099,30,27,28358
12299,145,20,21911
9271,0,28,48538
16499,145,23,56596
8225,0,32,54373
17999,125,24,54775
5999,160,19,77844
6499,200,17,78404
9999,145,32,63083
8699,145,20,71878
8099,125,23,19428
17999,145,27,6154
9268,30,27,68588
14650,145,32,17934
13475,145,29,12342
9999,0,32,44004
6789,125,23,38885
10999,125,25,87463
8390,20,29,84252
8466,0,28,13605
15199,125,24,36353
11999,145,22,29214
14399,145,19,45385
9399,20,27,57492
19223,145,24,13203
8699,145,27,67613
18899,145,18,17719
10671,145,32,57957
6799,30,23,57836
8299,20,29,136210
6980,125,23,45591
3820,30,25,73714
18125,145,27,5433
17999,145,27,2078
17850,145,32,6812
15165,145,19,22080
10999,125,26,56132
7599,125,23,24760
15400,20,29,16501
11489,145,32,42726
9643,0,28,48026
10781,145,22,80987
17451,145,29,23471
8524,145,20,93926
9399,0,32,51565
5791,30,25,27999
7432,30,23,52304
11695,145,32,34604
11649,145,32,38246
10752,145,26,36912
10199,145,20,36423
10499,145,26,37139
7499,0,28,79881
9699,145,27,42490
7679,0,28,66332
9799,0,32,45100
7673,160,19,48430
14399,145,19,39979
9999,30,27,48028
9999,30,27,46304
7446,0,28,42668
7499,160,21,45285
9899,145,38,36550
8669,0,28,27238
6799,0,38,70280
7744,125,23,36519
10399,160,20,78438
10798,145,26,23622
9870,145,23,63831
9999,30,27,51274
8284,0,38,18504
7849,145,28,31057
11799,145,32,27866
8284,0,28,20851
12764,145,25,25589
7999,145,20,31512
8574,0,28,20310
9698,145,24,24077
9191,145,27,17267
17923,145,26,32039
7058,125,23,24365
8382,160,19,56018
11499,145,20,31279
12995,145,25,30046
11295,145,26,31120
14250,160,19,43153
6799,0,28,108455
13699,125,26,53652
9880,145,20,60617
9694,30,24,14602
18499,145,21,7958
7182,20,29,91707
14299,145,25,12067
8999,145,27,10039
18499,145,22,16370
8999,145,27,17270
5399,160,18,122561
8490,20,26,33131
13890,20,29,57682
13590,150,22,31661
14690,20,29,50617
12999,145,25,55670
12999,125,26,58034
6499,0,32,49690
7541,125,23,23012
11980,145,28,32600
10999,145,25,40916
24500,145,27,14484
9990,145,24,33037
8690,160,19,27098
5995,145,20,94323
895,300,15,220132
7390,0,28,58316
12790,145,25,17419
9490,145,24,15852
7990,145,27,38629
12699,145,24,14004
3999,200,18,56337
13968,30,27,37742
6143,20,25,65062
12942,200,18,49516
6999,30,24,80665
18328,145,17,18638
11499,20,30,39984
5356,0,36,111170
11899,145,26,28075
6826,160,21,96620
17999,145,29,4175
17999,145,27,2382
14999,125,24,51772
8899,160,19,12556
11589,125,26,21864
14399,145,19,36444
22999,145,21,24898
16499,145,26,31559
10499,30,25,28796
12999,125,26,65758
15541,145,23,22454
5379,145,20,115813
7626,0,33,36212
8483,20,26,78438
18699,145,17,5774
18599,145,27,5987
16999,145,25,7586
6733,0,28,119305
12599,145,21,35584
6526,160,18,47233
14999,20,29,53092
13999,145,25,13947
9999,145,27,12561
8000,30,26,33082
13499,125,24,31422
8350,160,19,29617
16999,145,32,15413
17699,145,32,2931
9899,145,28,36025
7490,145,20,69725
3990,20,29,86233
5490,200,17,102998
7676,0,32,35982
15369,125,24,59436
9218,145,23,81809
12500,0,32,13229
7960,0,28,27623
6490,125,21,45062
5450,20,29,101388
4150,200,19,127138
7990,165,21,120989
8999,0,25,26092
10190,20,29,60199
4940,30,23,64264
6870,125,23,109276
9640,145,20,45203
8940,0,32,78354
7996,20,26,70811
5473,30,24,80747
9699,145,26,37309
12495,145,20,33302
11999,145,28,9032
9999,145,27,15792
7000,20,29,69227
12940,125,24,137211
7989,0,33,122196
5949,0,36,83903
8640,30,27,142254
10440,20,29,82588
6940,0,33,121322
9999,145,27,21910
9299,145,27,3859
15999,145,18,26686
8499,125,23,50742
15999,145,22,2089
8999,145,23,76881
10999,145,25,25033
10999,145,26,16695
8940,160,19,46980
6840,20,29,111044
5750,20,29,125529
8845,0,28,46983
6995,0,28,82781
5495,150,20,101025
8497,0,32,85007
8470,0,32,144562
5270,200,18,140996
9640,0,33,26871
7340,0,28,48280
6940,0,28,51499
5749,30,24,111044
11333,125,22,49008
8795,0,28,44587
3995,150,20,123142
8695,0,32,112297
8995,30,27,127564
8288,0,28,23582
8794,30,28,156106
6993,20,29,180246
11997,145,25,16464
8697,125,22,54502
10497,145,27,45459
19997,160,21,33056
9797,0,32,40694
4490,30,25,79171
4190,145,23,133210
7890,160,19,27030
10488,125,26,95753
6988,0,28,86883
8688,160,19,28233
10990,150,32,60007
9970,205,19,108471
17970,145,22,44262
8470,165,21,76317
11970,150,32,60107
15970,145,20,650
19970,145,22,16288
6470,150,22,160773
10997,200,20,62965
9797,145,27,38846
11797,20,26,19722
3692,160,21,181855
7391,20,29,178637
6991,30,27,204386
6893,20,29,209214
2694,145,23,209214
7991,20,29,144841
3692,165,21,181855
7991,150,23,205996
7992,30,27,212433
7991,145,23,205996
7792,20,29,160934
7793,30,28,183465
6793,30,28,209214
5393,30,26,212433
6391,20,29,228526
7992,125,26,197949
6793,30,28,209214
6391,20,29,177027
7793,20,30,160934
12491,150,23,154497
6793,20,29,222089
1795,205,20,217890
9495,150,20,81207
18490,150,26,31218
10899,235,17,89906
3249,20,29,149245
6949,0,28,66105
7393,150,28,164153
7793,20,30,170590
10792,150,22,188293
7492,0,33,205996
6793,20,29,209214
7792,20,29,160934
7792,0,33,168981
1295,160,19,174573
1495,30,27,189902
8795,30,27,152564
7991,20,29,144841
8793,30,28,173809
15900,145,21,9017
6450,0,28,87686
15500,145,26,6299
4899,20,29,124793
2890,30,25,108682
11990,150,25,20841
9999,20,27,22713
12539,145,22,24063
10069,145,27,28345
9739,20,27,37819
12089,145,32,45976
10399,0,33,21686
12999,125,26,20640
17999,125,24,56921
8240,0,33,40858
10795,20,26,26232
7492,0,33,205996
5492,0,32,183465
6391,20,29,177027
12491,145,23,154497
8391,145,23,175418
3493,145,23,225308
6992,20,29,215652
6793,20,29,222089
5991,0,33,209214
9921,200,19,79456
7548,125,23,27486
7299,0,28,51299
7499,0,33,94294
7470,30,26,63081
18849,145,23,24258
11799,145,20,42760
13999,145,19,55522
15999,145,34,12670
8999,0,32,106088
8649,145,20,73030
11599,145,22,36107
9361,20,29,112483
9362,0,33,105893
18999,145,20,6672
9499,0,32,100848
9999,145,20,47426
13084,200,18,65672
9999,0,33,88441
10999,20,27,18206
4852,0,29,98733
17623,145,19,14449
9907,0,28,31413
7935,0,28,72449
11913,145,27,29996
6913,0,28,66221
13815,20,29,78259
10999,145,27,26736
3995,30,24,54014
15995,145,23,74368
12787,20,29,64007
17999,125,24,57124
8699,0,28,12831
7147,0,28,52754
6934,0,28,67624
9999,0,28,22632
6540,30,23,44337
8244,0,33,31306
9545,20,29,53414
22499,235,16,33796
6992,160,19,52275
9834,30,27,51742
17098,145,29,36099
8599,20,29,36238
13999,145,19,64362
7349,160,19,15442
14331,125,22,53478
9491,0,32,48892
8199,160,19,53424
5899,30,23,74535
7132,30,23,47699
10449,0,33,28112
11275,20,29,52316
12499,145,21,84477
9299,0,38,29496
8105,0,28,51930
16399,145,23,64320
7763,145,23,47371
11318,235,17,65021
6790,0,28,98038
19000,145,20,8546
9995,0,28,36382
3918,30,25,64615
9293,150,20,54512
4431,0,32,66763
13919,125,26,72420
10999,145,25,50887
13449,145,25,24542
8399,145,20,32047
18199,145,18,20921
11999,145,25,43409
18700,145,27,4981
7825,0,28,36213
15510,145,25,2874
12012,145,25,33186
9893,125,22,64193
14652,145,17,32282
7511,0,33,74421
17999,145,27,5666
19900,200,20,35708
7891,125,23,25014
7376,160,19,67554
8344,0,28,31620
9610,125,22,81001
9709,30,27,73531
7731,0,28,43166
10295,0,32,38209
17999,125,24,52963
10999,145,28,48755
25000,145,15,34813
9186,0,32,31638
12295,145,22,37041
10999,145,26,22001
12120,145,25,27122
12499,145,32,27890
7899,0,32,97336
11999,145,32,32686
15749,200,18,31646
17699,145,27,5234
16399,145,17,11164
9360,0,28,40938
11500,145,26,3993
13999,145,22,15091
12204,145,25,36513
11389,145,32,58915
10799,30,27,22478
9499,20,26,50387
19500,145,27,2446
9995,0,32,54782
14399,145,19,47414
5448,30,23,106974
16399,145,17,20421
9499,145,28,27967
16999,145,26,26786
8299,145,20,96564
8899,0,32,79614
12899,145,21,9989
14999,125,24,54529
9770,20,27,44400
10249,30,25,39347
11127,145,20,35875
16999,160,21,105980
10799,30,27,19713
10699,30,27,63241
13799,145,25,22663
10185,30,27,86449
16051,145,18,17759
10210,0,32,33825
10998,145,18,11420
10599,165,19,63294
5299,145,20,111044
3499,30,28,199558
5499,145,20,94951
1999,270,15,101388
3499,20,29,119091
3899,125,24,202777
